timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1715849113.248666,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.250009,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.251321,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.252578,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.25389,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.255141,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.256401,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.25766,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.25891,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.260165,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.261418,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.262676,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.263932,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.2652,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.266394,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.267652,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.268867,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.270052,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.271269,0.0033575767,0.33178964,0.8577083,-0.17776585,-0.28282747,-0.20319901
1715849113.272452,0.039985687,0.3264175,0.86881876,0.10026793,-0.15393057,-0.45353594
1715849113.273658,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.274877,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.276096,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.277317,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.278594,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.279799,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.281028,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.282258,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.283704,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.284944,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.286152,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.288613,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.289891,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.29112,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.292346,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.293581,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.294812,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.296052,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.297282,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.298512,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.299721,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.300952,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.302183,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.303414,0.017032072,0.3041354,0.8615542,0.10026793,-0.15393057,-0.45353594
1715849113.304593,-0.015200666,0.30511215,0.8373797,0.10026793,-0.15393057,-0.45353594
1715849113.305819,-0.015200666,0.30511215,0.8373797,0.10026793,-0.15393057,-0.45353594
1715849113.307085,-0.015200666,0.30511215,0.8373797,0.23129535,-0.021837901,-0.5163865
